-100	0	0.
-100	10	4593.624294819419
-100	20	9187.248589638839
-100	30	13770.33671214242
-100	40	18353.424834646
-100	50	22936.51295714958
-100	60	27502.82035915758
-100	70	32069.12776116558
-100	80	36635.43516317358
-100	90	41201.74256518157
-100	100	45768.049967189574
-100	110	50303.15154437147
-100	120	54838.25312155335
-100	130	59373.354698735246
-100	140	63908.45627591714
-100	150	68443.55785309903
-100	160	72978.65943028092
-100	170	77513.76100746282
-100	180	82048.86258464471
-100	190	86583.9641618266
-100	200	91119.0657390085
-100	210	95602.86364454454
-100	220	100086.66155008061
-100	230	104570.45945561666
-100	240	109054.2573611527
-100	250	113538.05526668875
-100	260	118021.85317222482
-100	270	122505.65107776086
-100	280	126989.44898329693
-100	290	131473.24688883297
-100	300	135957.04479436902
-100	310	140440.84269990507
-100	320	144924.64060544112
-100	330	149408.4385109772
-100	340	153892.23641651325
-100	350	158376.0343220493
-100	360	162799.3746321106
-100	370	167222.71494217185
-100	380	171646.0552522331
-100	390	176069.3955622944
-100	400	180492.7358723557
-100	410	184916.07618241696
-100	420	189339.41649247825
-100	430	193762.75680253952
-100	440	198186.0971126008
-100	450	202609.43742266207
-100	460	207032.77773272336
-100	470	211456.11804278463
-100	480	215879.45835284592
-100	490	220302.79866290718
-100	500	224726.13897296847
-100	510	229070.8396865348
-100	520	233415.54040010113
-100	530	237760.24111366746
-100	540	242104.94182723382
-100	550	246449.64254080015
-100	560	250794.34325436648
-100	570	255139.0439679328
-100	580	259483.74468149914
-100	590	263828.4453950655
-100	600	268173.1461086318
-100	610	272517.84682219813
-100	620	276862.54753576446
-100	630	281207.2482493308
-100	640	285551.9489628971
-100	650	289896.64967646345
-100	660	294241.3503900298
-100	670	298586.0511035961
-100	680	302930.7518171625
-100	690	307275.4525307288
-100	700	311620.15324429516
-100	710	315964.8539578615
-100	720	320309.5546714278
-100	730	324654.25538499415
-100	740	328998.9560985605
-100	750	333343.6568121268
-100	760	337592.8666731185
-100	770	341842.0765341102
-100	780	346091.2863951018
-100	790	350340.4962560935
-100	800	354589.7061170852
-100	810	358838.91597807687
-100	820	363088.12583906855
-100	830	367337.33570006024
-100	840	371586.5455610519
-100	850	375835.7554220436
-100	860	380084.9652830353
-100	870	384334.175144027
-100	880	388583.3850050186
-100	890	392832.5948660103
-100	900	397081.804727002
-100	910	401331.0145879937
-100	920	405580.22444898536
-100	930	409829.43430997705
-100	940	414078.64417096874
-100	950	418327.8540319604
-100	960	422577.06389295205
-100	970	426826.27375394374
-100	980	431075.4836149354
-100	990	435324.6934759271
-100	1000	439573.9033369188
-100	1010	443686.03780385916
-100	1020	447798.1722707995
-100	1030	451910.30673773994
-100	1040	456022.44120468025
-100	1050	460134.57567162067
-100	1060	464246.71013856103
-100	1070	468358.8446055014
-100	1080	472470.97907244175
-100	1090	476583.1135393821
-100	1100	480695.24800632254
-100	1110	484807.38247326284
-100	1120	488919.51694020326
-100	1130	493031.6514071436
-100	1140	497143.785874084
-100	1150	501255.9203410244
-100	1160	505368.0548079647
-100	1170	509480.18927490513
-100	1180	513592.3237418455
-100	1190	517704.45820878586
-100	1200	521816.5926757262
